time_sec,norm_bright
40000,1.0001558681069311
59500,1.0000712187401197
63500,1.0005978336362404
80500,1.0000753590952633
92500,1.0003995357485629
99000,1.0003076023686983
99500,0.9995874155076315
103000,1.001205783661093
106000,0.9990186096141767
110000,0.9997782605410812
113500,0.9990726230287847
117000,0.999150922901614
120000,0.9990578718755813
123500,1.0007618264545908
124500,0.9994851680764082
126000,0.9983954406366864
129000,0.9991951422707022
129500,0.9997499616976036
130000,1.000117678718909
131000,1.0001162679927986
133000,1.0008598409233214
133500,0.9996000192047247
136000,1.000762852029427
137000,1.0001884731592334
139500,1.0001775247026634
140000,0.9993041148769432
141000,1.0005134238673945
143000,1.0004640876075799
144500,1.0007311293535457
145500,0.9999333823585345
146000,1.0001702082854071
146500,0.998332606965633
149000,0.9999270939240432
151500,1.0006463750609629
152000,1.001592256561907
152500,1.0000777385484572
153000,1.001036329358792
155000,1.0003576653643764
155500,0.9995128086155574
158500,1.0000599000424921
159000,0.9993973518399871
160500,0.998656585412482
164000,1.0006522880773143
164500,1.0003603646016135
166000,0.9987170127901361
167500,1.0001404970473489
168500,0.9990540165525975
169000,1.0001994436483916
170000,0.9988697470243281
170500,0.999314762660109
171500,1.0016437583718585
173000,1.000132633800123
176000,0.9999347833585712
176500,0.9996412451700806
178000,0.999249640836985
179000,0.9990980482870329
180000,0.999732376721883
182500,1.0006258304746782
183000,1.0006959414909713
183500,0.9994794685596972
184000,1.0014506172659472
187000,1.0005970649499132
187500,0.9997243643248627
188000,1.0005072129352353
188500,1.0001646907065782
189000,1.0001666350642424
190000,1.0002743716777887
192000,1.0001624143138097
195500,0.9996894954631326
196000,0.9997067488113321
197000,1.0009087733906756
199000,0.999483318384597
199500,0.999387831728326
200000,0.9981554676820331
201000,0.9999692532284472
202000,0.9991049383541676
203000,0.9997157287409904
203500,1.0009900898992168
204500,1.0004513593008684
205500,0.9998836848401311
206000,0.9995968654726783
206500,1.0009437310371556
207000,0.999712825926059
208500,0.9996495319224001
209000,1.0011382042388528
209500,1.000623570673828
210000,1.000278911921611
211500,0.9978434431692529
212000,1.0003481792645124
212500,0.999180592717163
213000,1.0006374993895601
213500,0.999559477102067
214000,0.9994879538414163
214500,1.0007228476970431
216000,1.0000744618527435
217000,1.0014378026567656
218000,1.000138138669745
219500,0.9988327843820869
220000,1.0006982898613426
220500,1.0001805622003694
221000,1.0002976248808004
221500,0.999871235583423
222000,1.0003936325846532
222500,0.9989801573599227
224500,1.0007872161710705
225000,1.0002923132998498
225500,0.9998861915257335
226000,0.9994161481950986
226500,1.0008102800671983
228000,1.0003573210938461
230000,1.0014962066710833
230500,0.9992491053263206
231500,0.9998765636489678
232000,1.0010628277728868
233500,1.0003226962261138
234000,0.9985909468587577
235000,1.001916493913844
235500,0.9997679899981536
236500,0.9984083373631553
238000,0.9992302768337136
238500,1.0004019742397943
239000,0.9999549496990962
240500,1.000390779224626
241000,0.999750432412298
242000,1.0006160213331887
243500,0.9998834498020078
244500,0.9995174581066462
245000,0.9993692874908836
246000,0.9994948711638192
247000,0.9995867466486239
248000,0.9995810837624346
248500,0.9992664859468737
251000,0.9998937034882951
253000,1.0010661461357904
253500,1.0002416134179972
254000,0.9998854345974082
254500,1.0002272939195527
255500,1.0008441044357668
256000,1.0003128021769032
256500,1.0001436033496736
257000,0.9997002846666275
258000,1.0001816379610293
258500,1.0011119231189132
259000,0.9990591249710827
262000,0.9999573743607647
262500,1.000362334305339
263000,1.0006456161812591
263500,0.9997118594236092
264000,1.0008771685568887
264500,0.9998376758786028
266000,1.0000837460446061
267500,1.0004354755524991
268000,0.9996490778567267
268500,1.0005993917033553
269000,1.0005162717631773
269500,1.0005954450476247
270000,1.0005755819211304
271000,1.0005012050807816
271500,0.995775418358697
272000,0.9975401022819963
272500,0.9969704742907598
273500,0.997846347375642
275000,0.9964563339485145
275500,0.9962545981658762
276000,0.9965704037282264
276500,0.9967280874557806
277000,0.9980214986624927
278000,0.9998682709599986
278500,0.9997854257413807
279000,0.9994671654879709
279500,0.9993181270310457
280000,1.0015584149917693
280500,0.9998374276913515
281000,1.0011025106290017
281500,0.9999512983874245
282000,0.999815506639965
282500,1.001223721905733
283500,1.0002564588686014
284000,1.000318457735669
285000,0.9993444676616564
285500,0.9998595193688954
286500,1.0003440585839696
287000,0.9999808100792847
288000,1.0008149900518173
289500,1.0008271275933418
290000,1.0003798559610264
291000,1.0001687485554815
291500,1.0001123700786556
293000,1.0001164662191209
293500,1.0004237276827679
294000,1.0007979818518296
294500,1.0007507897166479
296500,0.9997080508791213
297000,0.9993417788715153
297500,1.0000201479389939
298500,1.0002475174856347
299000,0.9998426755054869
299500,1.0005500756863976
300000,0.9998346121681374
300500,0.9998613779024265
301000,0.9999781066695552
301500,0.9992307805158598
302000,1.000503799721154
303000,1.0007561894345167
304000,1.000076911530611
306500,0.9995502437290443
308500,1.000180225103395
309500,1.001816829569105
311000,0.9993235168669249
311500,0.9991456855441277
312000,0.999533348020177
312500,0.9997677920899292
313000,0.9990964550506005
314000,1.0004462384295394
315500,1.0010625317874662
316500,0.9992359933308158
317000,0.9995924356756302
319000,0.999493120449734
320000,0.999834287999995
321000,1.0010302874802717
321500,0.9996513988386233
322500,1.0000648644454713
323000,1.000428716118684
325000,0.9990826306535748
325500,1.0007091469540996
326000,1.000255703665524
326500,0.9997295788115174
327000,0.9992998997648709
328500,1.0003375867321402
329500,1.0004855585282633
330000,0.998910703713957
330500,1.0003020775253426
331500,1.0011278492203486
332000,0.9995526591832106
333500,0.9993117646284284
334000,0.9993378253506925
336000,0.998314272153142
336500,1.0003807587075781
337000,0.9999320215995912
341000,0.9999301861862403
342000,1.0010993288645766
343500,1.0000195050645333
344500,0.9991628784721903
346500,0.9998034293988685
347000,1.000640623040119
348500,1.0000813963766262
350000,1.0009875984322611
350500,1.0006185591680379
352000,0.9997625488603953
354500,0.9988962787336048
355000,0.999758151358793
355500,0.9991445494495595
356500,1.000498918198209
357000,1.000314121519209
357500,1.0001764385199432
358500,0.9995613684934485
359500,0.9997015708392644
360000,1.0005095353443736
361000,0.9999947469260271
361500,0.9998571638807321
362000,0.9994887188861663
362500,1.000503699087678
364500,0.999446748747503
368000,0.9996758473874516
371500,1.0010153955465775
372500,1.0003831070543616
374000,0.9991453473733343
374500,1.000951295740084
375000,1.0011936909075467
377000,0.9992535407164306
382500,0.9996215223777555
383000,1.0005360522397246
384500,1.0012836300830328
386000,0.9992576780019226
393000,0.9990143375478079
394000,1.0005746418490526
397000,0.9997101624873679
401000,0.9999865541889634
401500,0.9998776399367604
403000,0.9995182722110144
407000,1.0000655867569017
408500,1.0007104788559498
409500,1.0009378064172922
411000,0.9994529642800385
412000,1.00028249314264
412500,1.0001346798361495
413000,0.9992136835774503
413500,0.9992552966415236
414500,0.9995842959974228
415000,1.0000690029899997
416500,0.9999114645576197
422000,1.000596232653004
426000,0.9997432041918527
427500,1.0003501305902636
428500,1.0000471064869545
429500,0.9999176426871532
431000,1.0002184653594517
433000,0.9997905609096
433500,0.9991169126446848
435000,0.9989642645580619
439500,0.9998463362826392
441500,1.0005156596285114
442000,1.0003677430451883
448000,0.9988874839615317
448500,0.9986064337256361
466000,1.0014804067954597
467500,0.9989950395209427
473500,1.0007292818683382
495500,1.0005977685189968
500000,0.9997605718194529
504500,1.0002024356979062
555500,1.0001263577829718
601500,1.0016649615182156
614500,0.999417328388881
632500,1.0002715608303416
645500,1.000373554363887
664500,1.0002712758364236
683000,1.0002953999246442
686000,1.0013700882752052
687500,1.0007161868243857
688500,0.9998748217270057
691000,0.9996636259212724
692000,1.0001796899305166
692500,1.0005825547011458
694500,0.9988849994338694
704000,0.9990279510850608
